text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None
"['lol', 'trump', 'is', 'a', 'fascist', 'trump', 'proves', 'that', 'he', 'himself', 'is', 'a', 'fascist', 'with', 'his', 'every', 'aktion', 'word', 'just', 'look', 'at', 'his', 'muslim', 'ban', 'not', 'good']",0,1,0,1,0,0,0,0,1
"['a', 'friendly', 'reminder', 'that', 'the', 'un', 'is', 'looking', 'for', 'aspiring', 'london', 'based', 'attorneys', 'to', 'represent', 'refugees', 'during', 'legal', 'proceedings']",0,1,1,0,0,0,0,1,0
"['so', 'they', 'burnt', 'the', 'talmud', 'in', 'the', 'notre', 'dame', 'cathedral', 'now', 'jews', 'and', 'muzzies', 'celebrate', 'muzzie', 'cucks', 'and', 'jewish', 'bucks']",1,0,1,1,0,1,0,0,0
"['has', 'the', 'half', 'nigger', 'got', 'another', 'lurker', 'account']",1,0,1,1,1,0,0,0,0
"['she', 'has', 'her', 'head', 'all', 'the', 'way', 'fcked', 'up', 'bro', 'like', 'this', 'bitch', 'really', 'out', 'here', 'stunnin', 'for', 'some', 'fckin', 'clout']",0,1,1,1,0,0,1,0,1
"['letting', 'ghetto', 'dwellers', 'work', 'an', 'election', 'in', 'alabama', 'is', 'akin', 'to', 'hiring', 'a', 'fox', 'to', 'count', 'baby', 'chicks', 'did', 'you', 'really', 'expect', 'the', 'final', 'numbers', 'to', 'ad', 'up', 'judgeroymoore', 'fail']",0,0,1,0,1,0,0,1,0
"['friendly', 'reminder', 'that', 'you', 'are', 'going', 'to', 'be', 'debating', 'an', 'actual', 'er', 'lowtax', 'ask', 'him', 'if', 'his', 'mail', 'order', 'gook', 'wife', 'will', 'be', 'listening']",1,0,0,1,1,0,1,1,1
"['tfw', 'the', 'reality', 'of', 'mudsharking', 'hits', 'you', 'like', 'a', 'ton', 'of', 'bricks', 'or', 'a', 'nigger', 'right', 'hook']",1,0,1,1,1,0,1,0,0
"['a', 'greedy', 'man', 'always', 'has', 'his', 'eye', 'on', 'his', 'wife', 'pot', 'cameroonian', 'african', 'proverbs']",0,1,0,1,0,0,0,0,1
"['looks', 'like', 'the', 'idea', 'to', 'stop', 'criminal', 'harassment', 'trolling', 'by', 'giving', 'each', 'user', 'the', 'power', 'to', 'do', 'so', 'as', 'they', 'see', 'fit', 'according', 'to', 'tgheir', 'own', 'account', 'is', 'really', 'upsetting', 'the', 'very', 'criminals', 'it', 'is', 'designed', 'to', 'stop', 'maga', 'gabfarm', 'trump', 'troll', 'twitter']",0,1,0,1,0,0,0,0,1
"['i', 'can', 'post', 'the', 'nigger', 'word', 'as', 'much', 'as', 'i', 'want', 'here', 'lol']",1,0,1,1,1,0,0,0,0
"['this', 'is', 'what', 'the', 'demonrats', 'do', 'they', 'incite', 'violence', 'and', 'then', 'use', 'it', 'as', 'a', 'platform', 'to', 'take', 'our', 'guns', 'away', 'good', 'thing', 'we', 'are', 'not', 'as', 'stupid', 'as', 'they', 'are', 'and', 'can', 'see', 'through', 'this', 'thinly', 'veiled', 'plot']",0,1,0,1,0,0,1,0,1
"['sorry', 'those', 'niggers', 'are', 'not', 'christian', 'they', 'do', 'not', 'even', 'claim', 'to', 'be', 'they', 'are', 'heathens', 'and', 'many', 'even', 'avow', 'they', 'follow', 'muslime', 'anyone', 'can', 'be', 'christian', 'but', 'they', 'are', 'not', 'never', 'heard', 'of', 'them', 'and', 'no', 'it', 'does', 'not', 'sound', 'like', 'they', 'are', 'christians']",1,0,1,1,1,1,0,0,0
"['hm', 'somehow', 'i', 'do', 'not', 'care', 'about', 'the', 'opinion', 'of', 'someone', 'whose', 'only', 'tweets', 'about', 'the', 'tribute', 'are', 'abt', 'the', 'white', 'women']",0,1,1,1,1,0,1,0,1
"['many', 'reasons', 'i', 'just', 'know', 'when', 'm', 'billions', 'of', 'blax', 'muzzeez', 'la', 'raza', 'jews', 'and', 'christinas', 'say', 'they', 'want', 'to', 'exterminate', 'all', 'white', 'people', 'and', 'start', 'doing', 'it', 'i', 'believe', 'them']",1,0,0,1,1,1,0,0,0
"['when', 'female', 'artists', 'cover', 'songs', 'by', 'men', 'but', 'do', 'not', 'change', 'the', 'pronouns', 'and', 'now', 'it', 'sounds', 'gay']",0,1,0,1,0,0,0,0,1
"['bruh', 'isp', 'are', 'not', 'shit', 'especially', 'if', 'they', 'are', 'nosy', 'conservative', 'arabs', 'take', 'ur', 'precautions']",1,0,1,1,1,0,0,0,0
"['my', 'ignorance', 'proves', 'i', 'know', 'nothing', 'about', 'this', 'nigger', 'comic', 'i', 'am', 'good', 'with', 'that']",1,0,0,1,1,0,0,0,0
"['will', 'the', 'cowardly', 'little', 'nazi', 'faggot', 'that', 'downvoted', 'yous', 'marines', 'kindly', 'identify', 'yourself', 'so', 'we', 'can', 'all', 'mock', 'you', 'thank', 'you']",0,0,1,1,0,0,1,1,1
"['big', 'smile', 'on', 'my', 'face', 'when', 'i', 'think', 'about', 'all', 'the', 'college', 'snowflakes', 'who', 'were', 'so', 'close', 'to', 'banning', 'free', 'speech', 'persecuting', 'white', 'males', 'for', 'being', 'white', 'and', 'male', 'popularizing', 'feminism', 'lesbianism', 'and', 'forwarding', 'the', 'end', 'of', 'times', 'how', 'suddenly', 'shitty', 'their', 'lives', 'must', 'be', 'speakfreely', 'maga', 'gab']",0,0,1,1,0,0,1,1,0
"['happy', 'birthday', 'you', 'fat', 'dyke', 'sharonda', 'white']",1,0,0,1,0,0,1,0,1
"['south', 'african', 'white', 'people', 'are', 'some', 'of', 'the', 'worst', 'white', 'people', 'out', 'there']",1,0,1,0,1,0,0,1,0
"['you', 'can', 'be', 'a', 'sand', 'nigger', 'and', 'a', 'kike', 'lol', 'you', 'do', 'not', 'know', 'what', 'either', 'of', 'those', 'terms', 'mean', 'apparently']",1,0,1,1,1,1,0,0,0
"['sigh', 'i', 'remember', 'when', 'sanctuary', 'used', 'to', 'mean', 'a', 'sacred', 'space', 'the', 'commies', 'pervert', 'everything', 'with', 'their', 'degeneracy', 'they', 'have', 'already', 'started', 'calling', 'invader', 'mud', 'females', 'beauty', 'queens', 'soon', 'they', 'will', 'call', 'muzzie', 'sex', 'attack', 'migrants', 'chastity', 'angels', 'and', 'pro', 'jihad', 'imams', 'law', 'and', 'order', 'advocates']",0,1,0,1,0,0,0,0,1
"['there', 'has', 'not', 'been', 'this', 'much', 'fuss', 'over', 'a', 'minnesota', 'coon', 'since', 'philando', 'castille', 'was', 'shot']",1,0,1,1,1,0,0,0,0
"['those', 'days', 'are', 'long', 'gone', 'my', 'dudes', 'i', 'am', 'going', 'to', 'be', 'a', 'psychology', 'hoe']",0,1,1,1,0,0,0,0,1
"['apparently', 'the', 'leader', 'using', 'the', 'name', 'grandpa', 'tuarus', 'believes', 'he', 'is', 'all', 'powerful', 'and', 'has', 'the', 'right', 'to', 'send', 'out', 'orders', 'for', 'little', 'asian', 'women', 'to', 'get', 'raped', 'and', 'kidnapped']",0,1,0,1,0,0,0,0,1
"['what', 'a', 'choice', 'the', 'cucknadians', 'must', 'choose', 'between', 'a', 'retarded', 'asshole', 'globalist', 'crypto', 'muslim', 'puppet', 'or', 'a', 'communist', 'parasite', 'either', 'way', 'cucknada', 'is', 'fucked']",1,0,0,1,1,1,0,0,0
"['tlc', 'needs', 'to', 'do', 'a', 'better', 'job', 'screening', 'these', 'people', 'pos', 'laura', 'should', 'not', 'have', 'been', 'on', 'the', 'show', 'she', 'was', 'here', 'illegally', 'not', 'to', 'mention', 'she', 'owes', 'child', 'support', 'for', 'one', 'of', 'her', 'kids', 'and', 'sucks', 'in', 'bed', 'per', 'her', 'ex', 'husband', 'real', 'trailer', 'trash', 'day', 'fiance']",0,1,1,1,1,0,1,1,1
"['no', 'thanks', 'i', 'don', 't', 'support', 'homophobic', 'and', 'racist', 'trump', 'supporters']",0,1,1,1,0,0,1,0,1
"['white', 'claw', 'white', 'devil']",1,0,0,0,1,0,0,0,1
"['refugees', 'welcome', 'but', 'no', 'irish', 'comedies', 'have', 'to', 'be', 'poorly', 'written', 'now', 'so', 'that', 'mexicans', 'and', 'asians', 'will', 'get', 'the', 'jokes', 'yeah', 'you', 'know', 'what', 'life', 'is', 'too', 'short', 'to', 'listen', 'to', 'this', 'radiohead', 'album', 'mpcstatusupdates']",1,0,1,1,1,0,0,1,0
"['was', 'married', 'been', 'widowed', 'for', 'a', 'few', 'years', 'and', 'not', 'up', 'on', 'the', 'so', 'called', 'single', 'scene', 'vocab', 'finding', 'out', 'that', 'there', 'a', 'lot', 'predatory', 'men', 'and', 'women', 'out', 'there']",0,1,0,0,0,0,1,0,0
"['that', 'actual', 'harassment']",0,1,1,1,0,0,0,0,1
"['a', 'sand', 'nigger', 'with', 'an', 'agenda']",1,0,0,1,1,0,0,0,0
"['the', 'same', 'niggas', 'that', 'be', 'flexing', 'jewelry', 'be', 'the', 'same', 'ones', 'trynna', 'get', 'a', 'discount', 'at', 'dollar', 'tree', 'smh']",0,1,0,1,0,0,0,0,1
"['imagine', 'being', 'a', 'lying', 'kike', 'shill', 'like']",1,0,0,1,0,1,0,1,0
"['so', 'about', 'trump', 'taxes', 'and', 'rachel', 'maddow', 'somthing', 'i', 'found', 'on', 'pol', 'anonymous', 'tue', 'no', 'dumb', 'dyke', 'dumb', 'kike', 'dumb', 'dykekike']",1,0,1,1,0,1,1,0,0
"['radical', 'muslim', 'terrorist']",1,0,1,0,1,1,0,0,0
"['if', 'he', 'was', 'on', 'twitter', 'i', 'would', 'have', 'him', 'i', 'think', 'i', 'will', 'do', 'a', 'thread', 'on', 'what', 'he', 'experienced', 'especially', 'the', 'aftermath', 'of', 'threatening', 'to', 'rape', 'syntche']",0,1,0,1,0,0,0,0,1
"['why', 'are', 'people', 'not', 'freaking', 'out', 'over', 'this', 'hot', 'lesbian', 'energy', 'i', 'just', 'don', 't', 'get', 'it', 'i', 'need', 'a', 'sandy', 'fan', 'club']",0,1,1,1,0,0,1,0,0
"['the', 'blm', 'leadership', 'have', 'been', 'out', 'disrupting', 'lgbt', 'events', 'the', 'black', 'militant', 'muscle', 'panthers', 'guerilla', 'family', 'et', 'al', 'who', 'were', 'murdering', 'whites', 'cops', 'are', 'who', 'knows', 'where', 'the', 'street', 'thugs', 'burning', 'and', 'looting', 'are', 'probably', 'in', 'and', 'out', 'of', 'jail', 'or', 'being', 'moved', 'to', 'prey', 'on', 'the', 'white', 'suburbs']",1,0,0,1,1,0,0,0,1
"['no', 'worries', 'lol', 'i', 'am', 'so', 'bad', 'at', 'math', 'i', 'did', 'not', 'even', 'read', 'the', 'chart', 'i', 'just', 'looked', 'at', 'the', 'conclusion', 'was', 'like', 'my', 'ghetto', 'math', 'skills', 'of', 'of', 'a', 'few', 'million', 'that', 'ain', 't', 'right', 'p']",0,1,1,1,1,0,0,1,1
"['join', 'the', 'army', 'andrew', 'torba', 'serve', 'your', 'country', 'and', 'not', 'jew', 'masters', 'you', 'faggot', 'defend', 'free', 'speech', 'with', 'your', 'life', 'not', 'your', 'wallet', 'kike', 'loving', 'piece', 'of', 'fuck']",1,0,0,1,0,1,1,0,0
"['degenerate', 'jews', 'hate', 'white', 'people', 'jews']",1,0,1,0,1,1,0,0,0
"['bitch', 'same', 'tho', 'lmfao', 'do', 'not', 'blame', 'you']",0,0,1,1,0,0,1,0,0
"['beau', 'the', 'jew', 'is', 'at', 'it', 'again', 'larping', 'as', 'a', 'white', 'person']",0,0,1,1,0,1,0,0,0
"['how', 'many', 'nazis', 'watched', 'the', 'superbowlhalftimeshow', 'lol']",0,1,1,1,0,0,1,0,1
"['h', 'de', 'retard', 'au', 'work', 'shessh']",1,0,0,1,0,0,0,1,1
"['coming', 'from', 'someone', 'who', 'finds', 'it', 'necessary', 'to', 'kill', 'all', 'the', 'cows', 'in', 'this', 'country', 'in', 'the', 'name', 'of', 'global', 'warming']",0,1,0,1,0,0,0,0,1
"['rather', 'than', 'saddle', 'white', 'women', 'with', 'more', 'children', 'that', 'they', 'probably', 'can', 'not', 'afford', 'perhaps', 'it', 'would', 'be', 'better', 'to', 'spike', 'the', 'water', 'supply', 'in', 'the', 'middle', 'east', 'with', 'a', 'substance', 'that', 'makes', 'men', 'impotent', 'better', 'idea']",1,0,1,1,1,1,1,0,0
"['it', 'so', 'hard', 'to', 'be', 'white', 'yet', 'so', 'easy', 'to', 'be', 'a', 'black', 'nigger']",1,0,1,1,1,0,1,0,0
"['have', 'observed', 'meltdown', 'in', 'bars', 'before', 'alphas', 'dyke', 'partners', 'storm', 'off', 'mad', 'funny', 'as', 'hell']",0,0,1,1,0,0,1,0,0
"['gosh', 'you', 'all', 'the', 'trauma', 'i', 'hate', 'you', 'white', 'bitches', 'yeah', 'spring', 'view', 'middle', 'school', 'i', 'am', 'talking', 'to', 'you']",0,0,1,1,1,0,1,0,0
"['why', 'are', 'not', 'more', 'muzzies', 'embarrassed', 'by', 'their', 'fellow', 'muzrat', 'islamofacists', 'who', 'murder', 'and', 'commit', 'other', 'heinous', 'crimes', 'in', 'the', 'name', 'of', 'their', 'book', 'falseprophet', 'may', 'piss', 'be', 'upon', 'him', 'and', 'moongoddess', 'fuc', 'kislam']",1,0,0,1,1,1,1,0,1
"['if', 'trump', 'bombs', 'the', 'living', 'shit', 'out', 'of', 'syria', 'surely', 'a', 'million', 'of', 'more', 'refugees', 'are', 'going', 'to', 'flee', 'to', 'europe', 'and', 'elsewhere', 'jews', 'have', 'lots', 'of', 'practice', 'pulling', 'on', 'goyim', 'heartstrings', 'promoting', 'this', 'except', 'of', 'course', 'for', 'israel']",1,0,1,1,0,1,0,1,0
"['fite', 'me', 'niggers', 'first', 'login', 'in', 'million', 'years', 'in', 'sea', 'server', 'and', 'gut', 'a', 'fu', 'hua', 'weap', 'hahahaha', 'id', 'playing', 'honkai', 'impact']",1,0,0,1,1,0,0,0,0
"['another', 'dumb', 'nigger', 'bitch']",1,0,0,1,1,0,1,0,0
"['i', 'am', 'not', 'the', 'majical', 'hefer', 'that', 'can', 'save', 'sucker', 'boys', 'from', 'being', 'chimp', 'niggers', 'they', 'desperately', 'search', 'for', 'titties', 'to', 'latch', 'on', 'to', 'here', 'a', 'solution', 'call', 'me', 'crazy', 'stop', 'being', 'a', 'sucker']",1,0,0,1,1,0,0,0,0
"['then', 'send', 'the', 'nigger', 'to', 'prison', 'maybe', 'years', 'will', 'loosen', 'the', 'niggers', 'lips']",1,0,0,1,1,0,0,0,0
"['if', 'you', 'hate', 'nazis', 'visit', 'a', 'concentration', 'camp']",0,1,1,1,0,1,0,1,0
"['fucking', 'cheetahs', 'have', 'great', 'athletic', 'ability', 'too', 'who', 'gives', 'a', 'fuck', 'you', 'can', 'not', 'build', 'civilizations', 'with', 'basketballs', 'i', 'bring', 'up', 'asians', 'because', 'they', 'are', 'superior', 'to', 'blacks', 'too', 'niggers', 'know', 'whites', 'are', 'superior', 'and', 'that', 'why', 'they', 'always', 'come', 'to', 'white', 'countries', 'and', 'try', 'to', 'fuck', 'white', 'women']",1,0,0,1,1,0,0,0,0
"['black', 'folks', 'bather', 'me', 'when', 'they', 'only', 'cook', 'w', 'seasoning', 'salt', 'ghetto']",1,0,1,0,1,0,0,1,0
"['if', 'it', 'helps', 'remember', 'that', 'the', 'players', 'owners', 'city', 'governments', 'sponsors', 'broadcasters', 'and', 'advertisers', 'want', 'you', 'broke', 'dead', 'your', 'kids', 'raped', 'and', 'brainwashed', 'and', 'they', 'think', 'it', 'funny']",0,0,1,1,0,0,0,1,1
"['honestly', 'as', 'a', 'comms', 'person', 'kill', 'all', 'comms', 'people']",1,0,0,1,0,0,0,1,1
"['of', 'course', 'this', 'assumes', 'that', 'you', 'are', 'not', 'prejudiced', 'against', 'immigrants', 'or', 'muslims']",0,1,1,1,1,1,0,1,0
"['i', 'understand', 'the', 'white', 'bernie', 'bro', 'phenomenon', 'i', 'get', 'what', 'driving', 'it', 'but', 'i', 'honestly', 'do', 'not', 'understand', 'bourgeois', 'cool', 'kid', 'cultural', 'marxism', 'because', 'a', 'lot', 'of', 'it', 'is', 'not', 'and', 'can', 'not', 'be', 'driven', 'by', 'economic', 'anxiety', 'it', 'like', 'queers', 'pissed', 'off', 'that', 'they', 'are', 'queers', 'or', 'something', 'i', 'do', 'not', 'get', 'it']",1,0,1,1,0,0,1,0,0
"['this', 'is', 'frigging', 'disgusting', 'what', 'a', 'horrible', 'thing', 'to', 'say', 'if', 'there', 'was', 'a', 'report', 'that', 'cheap', 'soda', 'sweetened', 'with', 'corn', 'syrup', 'was', 'affecting', 'black', 'kids', 'in', 'the', 'ghetto', 'and', 'he', 'said', 'he', 'would', 'spike', 'it', 'he', 'would', 'be', 'fired', 'but', 'a', 'sitting', 'president', 'gawddamm']",1,0,0,1,1,0,0,0,1
"['seriously', 'what', 'going', 'on', 'in', 'minnesota', 'illinois', 'california', 'new', 'york', 'is', 'putting', 'people', 'in', 'danger', 'young', 'girls', 'and', 'boys', 'are', 'being', 'raped', 'and', 'murdered', 'these', 'politicians', 'have', 'a', 'lot', 'to', 'be', 'accounting', 'for', 'because', 'they', 'are', 'killing', 'their', 'citizens']",0,1,0,1,0,0,0,0,1
"['ay', 'this', 'nigger', 'here', 'is', 'givin', 'out', 'free', 'money']",1,0,0,1,1,0,0,0,1
"['my', 'area', 'pensioners', 'saja', 'pun', 'ada', 'liquor', 'store', 'dahla', 'rata2', 'pious', 'taoists', 'buddhists', 'christians', 'muslims']",1,0,0,0,0,1,0,1,1
"['they', 'all', 'look', 'amazing']",0,1,0,0,0,0,0,0,1
"['anyone', 'see', 'them', 'collecting', 'illegal', 'immigrants', 'on', 'livepd', 'last', 'night', 'my', 'kid', 'is', 'like', 'i', 'feel', 'sorry', 'for', 'their', 'kids', 'but', 'their', 'parents', 'are', 'stupid', 'maga']",1,0,0,1,0,0,0,1,1
"['tweet', 'about', 'illegal', 'immigrants', 'or', 'muslim', 'terrorists', 'they', 'will', 'be', 'round', 'in', 'minutes']",0,1,0,0,0,0,0,0,1
"['gta', 'san', 'andreas', 'the', 'story', 'of', 'an', 'above', 'average', 'somewhat', 'talented', 'black', 'man', 'who', 'escapes', 'the', 'ghetto', 'and', 'becomes', 'reasonably', 'successful', 'only', 'to', 'be', 'dragged', 'back', 'in', 'in', 'the', 'final', 'act', 'because', 'his', 'brother', 'is', 'a', 'stubborn', 'dumbass']",0,1,1,1,1,0,0,0,1
"['and', 'when', 'you', 'realise', 'that', 'left', 'wing', 'political', 'parties', 'only', 'want', 'immigrants', 'to', 'come', 'in', 'their', 'millions', 'so', 'that', 'they', 'could', 'get', 'more', 'votes', 'in', 'elections', 'you', 'start', 'wondering', 'whether', 'they', 'are', 'actually', 'fit', 'to', 'be', 'in', 'politics', 'at', 'all', 'in', 'us', 'the', 'democrats', 'are', 'obviously', 'unfit', 'to', 'govern']",0,0,1,1,0,0,0,1,0
"['bill', 'clinton', 'turned', 'the', 'dnc', 'into', 'china', 'painted', 'whore', 'in', 'if', 'you', 'remember', 'china', 'heavily', 'funded', 'bill', 'clinton', 'campaign', 'these', 'illegal', 'gook', 'funds', 'were', 'glibly', 'dismissed', 'with', 'an', 'assurance', 'that', 'they', 'would', 'not', 'affect', 'policy', 'and', 'a', 'compliant', 'media', 'who', 'promised', 'not', 'to', 'press', 'the', 'matter']",1,0,0,1,1,0,0,0,1
"['note', 'no', 'nigger', 'was', 'harmed', 'during', 'the', 'making', 'of', 'this', 'film']",1,0,0,1,1,0,0,0,0
"['if', 'i', 'can', 'tell', 'asians', 'apart', 'whites', 'are', 'pretty', 'easy']",1,0,1,0,1,0,0,0,1
"['i', 'hate', 'these', 'faggots']",1,0,0,1,0,0,1,0,0
